"PASSENGERS","ORIGIN_AIRPORT_ID","ORIGIN","MONTH",
0.00,10397,"ATL",7,
0.00,10529,"BDL",7,
0.00,10721,"BOS",7,
0.00,10792,"BUF",7,
0.00,11423,"DSM",7,
0.00,12478,"JFK",7,
0.00,13230,"MDT",7,
0.00,13296,"MHT",7,
0.00,13487,"MSP",7,
0.00,13796,"OAK",7,
0.00,13891,"ONT",7,
0.00,13930,"ORD",7,
0.00,13931,"ORF",7,
0.00,14100,"PHL",7,
0.00,14100,"PHL",7,
0.00,14100,"PHL",7,
0.00,14100,"PHL",7,
0.00,14100,"PHL",7,
0.00,14100,"PHL",7,
0.00,14100,"PHL",7,
0.00,14100,"PHL",7,
0.00,14100,"PHL",7,
0.00,14100,"PHL",7,
0.00,14100,"PHL",7,
0.00,14100,"PHL",7,
0.00,14100,"PHL",7,
0.00,14100,"PHL",7,
0.00,14100,"PHL",7,
0.00,14122,"PIT",7,
0.00,14122,"PIT",7,
0.00,14122,"PIT",7,
0.00,14524,"RIC",7,
0.00,14730,"SDF",7,
0.00,14730,"SDF",7,
0.00,14730,"SDF",7,
0.00,15096,"SYR",7,
0.00,11193,"CVG",7,
0.00,14100,"PHL",7,
0.00,12892,"LAX",7,
0.00,14100,"PHL",7,
0.00,14100,"PHL",7,
0.00,11995,"GSO",6,
0.00,12898,"LBE",6,
0.00,10423,"AUS",7,
0.00,10620,"BIL",7,
0.00,10721,"BOS",7,
0.00,10721,"BOS",7,
0.00,10821,"BWI",7,
0.00,11109,"COS",7,
0.00,11618,"EWR",7,
0.00,11618,"EWR",7,
0.00,11618,"EWR",7,
0.00,12264,"IAD",7,
0.00,12264,"IAD",7,
0.00,12266,"IAH",7,
0.00,12278,"ICT",7,
0.00,12441,"JAC",7,
0.00,12478,"JFK",7,
0.00,12953,"LGA",7,
0.00,12953,"LGA",7,
0.00,13204,"MCO",7,
0.00,13230,"MDT",7,
0.00,13230,"MDT",7,
0.00,13230,"MDT",7,
0.00,13230,"MDT",7,
0.00,13230,"MDT",7,
0.00,13230,"MDT",7,
0.00,13230,"MDT",7,
0.00,13871,"OMA",7,
0.00,14100,"PHL",7,
0.00,14100,"PHL",7,
0.00,14100,"PHL",7,
0.00,14100,"PHL",7,
0.00,14100,"PHL",7,
0.00,14100,"PHL",7,
0.00,14122,"PIT",7,
0.00,14122,"PIT",7,
0.00,14122,"PIT",7,
0.00,14122,"PIT",7,
0.00,14122,"PIT",7,
0.00,14122,"PIT",7,
0.00,14122,"PIT",7,
0.00,14122,"PIT",7,
0.00,14122,"PIT",7,
0.00,14122,"PIT",7,
0.00,14122,"PIT",7,
0.00,14122,"PIT",7,
0.00,14122,"PIT",7,
0.00,14122,"PIT",7,
0.00,14122,"PIT",7,
0.00,14771,"SFO",7,
0.00,15016,"STL",7,
0.00,15304,"TPA",7,
0.00,14122,"PIT",7,
0.00,13230,"MDT",7,
0.00,14100,"PHL",7,
0.00,14100,"PHL",7,
0.00,11441,"DUJ",7,
0.00,12494,"JHW",7,
0.00,11441,"DUJ",6,
0.00,10434,"AVP",7,
0.00,10434,"AVP",7,
0.00,12339,"IND",7,
0.00,13230,"MDT",7,
0.00,13303,"MIA",7,
